ID Proyecto,ID Coleccion,camera_trap,Lat,Lon,Inicio,Fin,No.imagen,Fotode,Fecha,photo_time,T_ambiente,Fase_lunar,Nombre_comun,Clase,Orden,Familia,Genero,Especie,Binomial,N0.Animales,Edad,Sexo,Habitat,Lugar_paso,Notas_Dudas,ID_Carpeta,ID_Foto,Distancia_m,Tecnico
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01185,animal,19-5-2013,10:01:16 AM,72,creciente,Perro de orejas cortas,Mammalia,Carnivora,Canidae,Atelocynus,microtis,Atelocynus microtis,1,,,Tierra firme,cruzado,CONFIRMAR,C2.3N25,PICT0045,0.5,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01186,animal,20-5-2013,12:13:27 AM,70,creciente,puma,Mammalia,Carnivora,Felidae,Puma,concolor,puma concolor,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0046,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01187,animal,20-5-2013,12:13:28 AM,70,creciente,puma,Mammalia,Carnivora,Felidae,Puma,concolor,puma concolor,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0047,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01188,animal,20-5-2013,12:13:29 AM,70,creciente,puma,Mammalia,Carnivora,Felidae,Puma,concolor,puma concolor,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0048,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01189,animal,24-5-2013,5:58:15 PM,73,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0049,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01190,animal,24-5-2013,5:58:16 PM,73,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0050,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01191,animal,24-5-2013,5:58:17 PM,73,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0051,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01192,animal,24-5-2013,6:02:03 PM,73,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,vertical,,C2.3N25,PICT0052,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01193,animal,24-5-2013,6:02:04 PM,73,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0053,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01194,animal,24-5-2013,6:02:05 PM,73,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0054,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01195,animal,25-5-2013,10:42:20 AM,75,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0055,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01196,animal,25-5-2013,10:42:21 AM,75,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0056,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01197,animal,25-5-2013,10:42:22 AM,75,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0057,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01198,animal,25-5-2013,10:45:30 AM,75,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0058,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01199,animal,25-5-2013,10:45:31 AM,75,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0059,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01200,animal,25-5-2013,10:45:32 AM,75,llena,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0060,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01201,animal,26-5-2013,3:55:22 AM,70,decreciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0061,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01202,animal,26-5-2013,3:55:23 AM,70,decreciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0062,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01203,animal,26-5-2013,3:55:24 AM,70,decreciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0063,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01204,animal,26-5-2013,3:58:33 AM,70,decreciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0064,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01205,animal,26-5-2013,3:58:34 AM,70,decreciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0065,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01206,animal,26-5-2013,3:58:35 AM,70,decreciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0066,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01210,animal,27-5-2013,7:34:09 AM,68,decreciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,joven,,Tierra firme,cruzado,,C2.3N25,PICT0070,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01211,animal,27-5-2013,7:34:10 AM,68,decreciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,joven,,Tierra firme,cruzado,,C2.3N25,PICT0071,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01212,animal,27-5-2013,7:34:11 AM,68,decreciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,joven,,Tierra firme,cruzado,,C2.3N25,PICT0072,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01222,animal,30-5-2013,7:08:54 AM,70,decreciente,SIN IDENTIFICAR,,,,,,,,,,Tierra firme,,,C2.3N25,PICT0082,,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01223,animal,30-5-2013,7:08:55 AM,70,decreciente,SIN IDENTIFICAR,,,,,,,,,,Tierra firme,,,C2.3N25,PICT0083,,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01224,animal,30-5-2013,7:08:56 AM,70,decreciente,SIN IDENTIFICAR,,,,,,,,,,Tierra firme,,,C2.3N25,PICT0084,,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01225,animal,10-6-2013,4:16:00 PM,70,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,vertical,,C2.3N25,PICT0085,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01226,animal,10-6-2013,4:16:01 PM,70,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,vertical,,C2.3N25,PICT0086,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01227,animal,10-6-2013,4:16:02 PM,70,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,3,adulto,,Tierra firme,vertical,,C2.3N25,PICT0087,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01228,animal,10-6-2013,4:19:10 PM,70,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,3,adulto,,Tierra firme,varios,,C2.3N25,PICT0088,2,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01229,animal,10-6-2013,4:19:11 PM,70,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,3,adulto,,Tierra firme,varios,,C2.3N25,PICT0089,2,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01230,animal,10-6-2013,4:19:12 PM,70,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,varios,,C2.3N25,PICT0090,2,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01231,animal,10-6-2013,4:22:37 PM,70,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,1,adulto,,Tierra firme,horizontal,,C2.3N25,PICT0091,6,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01232,animal,10-6-2013,4:22:38 PM,72,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,horizontal,,C2.3N25,PICT0092,6,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01233,animal,10-6-2013,6:22:39 PM,72,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,varios,,C2.3N25,PICT0093,6,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01234,animal,10-6-2013,4:25:46 PM,72,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,varios,,C2.3N25,PICT0094,6,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01235,animal,10-6-2013,4:25:47 PM,72,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,varios,,C2.3N25,PICT0095,6,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01236,animal,10-6-2013,4:25:48 PM,72,nueva,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,varios,,C2.3N25,PICT0096,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01237,animal,11-6-2013,9:15:47 AM,70,nueva,Trompetero,Aves,Gruiformes,Psophiidae,Psophia,crepitans,Psophia crepitans,2,adulto,,Tierra firme,varios,,C2.3N25,PICT0097,1,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01238,animal,11-6-2013,9:15:48 AM,70,nueva,Trompetero,Aves,Gruiformes,Psophiidae,Psophia,crepitans,Psophia crepitans,2,adulto,,Tierra firme,varios,,C2.3N25,PICT0098,1,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01239,animal,11-6-2013,9:15:49 AM,70,nueva,Trompetero,Aves,Gruiformes,Psophiidae,Psophia,crepitans,Psophia crepitans,2,adulto,,Tierra firme,varios,,C2.3N25,PICT0099,1,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01240,animal,14-6-2013,4:46:47 PM,73,creciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0100,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01241,animal,14-6-2013,4:46:48 PM,73,creciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0101,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01242,animal,14-6-2013,4:46:49 PM,73,creciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,2,adulto,,Tierra firme,transecto,,C2.3N25,PICT0102,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01243,animal,14-6-2013,4:49:56 PM,73,creciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,Cruzado,,C2.3N25,PICT0103,8,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01244,animal,14-6-2013,4:49:57 PM,73,creciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,Cruzado,,C2.3N25,PICT0104,8,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01245,animal,14-6-2013,4:49:58 PM,73,creciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,Cruzado,,C2.3N25,PICT0105,8,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01246,animal,15-6-2013,4:33:53 PM,73,creciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0106,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01247,animal,15-6-2013,4:33:54 PM,73,creciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0107,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01248,animal,15-6-2013,4:33:55 PM,73,creciente,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0108,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01249,animal,20-6-2013,7:27:11 AM,70,creciente,Venado colorado,Mammalia,Artiodactyla,Cervidae,Mazama,americana,Mazama americana,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0109,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01250,animal,20-6-2013,7:27:12 AM,70,creciente,Venado colorado,Mammalia,Artiodactyla,Cervidae,Mazama,americana,Mazama americana,1,adulto,,Tierra firme,Trillo,,C2.3N25,PICT0110,5,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01251,animal,20-6-2013,7:27:13 AM,70,creciente,Venado colorado,Mammalia,Artiodactyla,Cervidae,Mazama,americana,Mazama americana,1,adulto,,Tierra firme,Trillo,,C2.3N25,PICT0111,5,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01252,animal,25-6-2013,12:19:23 PM,75,decreciente,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,Trillo,,C2.3N25,PICT0112,5,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01253,animal,25-6-2013,12:19:24 PM,75,decreciente,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,Trillo,,C2.3N25,PICT0113,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01254,animal,25-6-2013,12:19:25 PM,75,decreciente,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,varios,,C2.3N25,PICT0114,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01255,animal,25-6-2013,12:22:32 PM,75,decreciente,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,3,adulto,,Tierra firme,varios,,C2.3N25,PICT0115,6,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01256,animal,25-6-2013,12:22:33 PM,75,decreciente,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,3,adulto,,Tierra firme,Trillo,,C2.3N25,PICT0116,6,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01257,animal,25-6-2013,12:22:34 PM,75,decreciente,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,2,adulto,,Tierra firme,Trillo,,C2.3N25,PICT0117,6,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01258,animal,25-6-2013,12:25:44 PM,75,decreciente,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,4,adulto,,Tierra firme,varios,,C2.3N25,PICT0118,3,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01259,animal,25-6-2013,12:25:45 PM,75,decreciente,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,5,adulto,,Tierra firme,varios,,C2.3N25,PICT0119,3,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01260,animal,25-6-2013,12:25:46 PM,75,decreciente,Pecarí de labio blanco,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Tayassu pecari,5,adulto,,Tierra firme,varios,,C2.3N25,PICT0120,3,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01261,animal,28-6-2013,8:45:17 AM,70,decreciente,Perro de orejas cortas,Mammalia,Carnivora,Canidae,Atelocynus,microtis,Atelocynus microtis,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0121,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01262,animal,28-6-2013,8:45:18 AM,70,decreciente,Perro de orejas cortas,Mammalia,Carnivora,Canidae,Atelocynus,microtis,Atelocynus microtis,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0122,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01263,animal,28-6-2013,8:45:19 AM,70,decreciente,Perro de orejas cortas,Mammalia,Carnivora,Canidae,Atelocynus,microtis,Atelocynus microtis,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0123,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01266,animal,29-6-2013,12:37:02 PM,75,decreciente,Perro de orejas cortas,Mammalia,Carnivora,Canidae,Atelocynus,microtis,Atelocynus microtis,1,,,Tierra firme,horizontal,CONFIRMAR,C2.3N25,PICT0126,0.5,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01267,animal,5-7-2013,1:06:20 PM,73,nueva,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0127,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01268,animal,5-7-2013,1:06:21 PM,73,nueva,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0128,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01269,animal,5-7-2013,1:06:22 PM,73,nueva,Pecarí de collar,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0129,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01270,animal,9-7-2013,10:17:41 AM,70,nueva,Perro de orejas cortas,Mammalia,Carnivora,Canidae,Atelocynus,microtis,Atelocynus microtis,1,adulto,,Tierra firme,transecto,,C2.3N25,PICT0130,4,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01271,animal,9-7-2013,10:17:42 AM,70,nueva,Perro de orejas cortas,Mammalia,Carnivora,Canidae,Atelocynus,microtis,Atelocynus microtis,1,adulto,,Tierra firme,Cruzado,,C2.3N25,PICT0131,3,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01272,animal,9-7-2013,10:17:43 AM,70,nueva,Perro de orejas cortas,Mammalia,Carnivora,Canidae,Atelocynus,microtis,Atelocynus microtis,1,adulto,,Tierra firme,Cruzado,,C2.3N25,PICT0132,2,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01273,animal,14-7-2013,8:45:12 AM,70,creciente,Trompetero,Aves,Gruiformes,Psophiidae,Psophia,crepitans,Psophia crepitans,1,adulto,,Tierra firme,horizontal,,C2.3N25,PICT0133,0.5,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01274,animal,14-7-2013,8:45:13 AM,70,creciente,Trompetero,Aves,Gruiformes,Psophiidae,Psophia,crepitans,Psophia crepitans,1,adulto,,Tierra firme,horizontal,,C2.3N25,PICT0134,0.5,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01275,animal,14-7-2013,8:45:14 AM,70,creciente,Trompetero,Aves,Gruiformes,Psophiidae,Psophia,crepitans,Psophia crepitans,2,adulto,,Tierra firme,horizontal,,C2.3N25,PICT0135,0.5,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01276,animal,14-7-2013,8:48:59 AM,70,creciente,Trompetero,Aves,Gruiformes,Psophiidae,Psophia,crepitans,Psophia crepitans,1,adulto,,Tierra firme,vertical,,C2.3N25,PICT0136,1,Luis Cedeño
EC01-Cuya1/2013,Transecto2_Pakuya,2.3,9965965.0,1083650.3,20-4-2013,12-8-2013,01277,animal,14-7-2013,8:49:00 AM,70,creciente,Trompetero,Aves,Gruiformes,Psophiidae,Psophia,crepitans,Psophia crepitans,1,adulto,,Tierra firme,vertical,,C2.3N25,PICT0137,1,Luis Cedeño
